Index,X,Y,Z,Fx,Fy,Fz,Lx,Ly,Lz,Nx,Ny,Nz
1.0,0.0,0.0,0.0,0.21884726742107585,0.0006980736058769115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.21884726742107585,0.0006980736058769115,0.0,0.21884726742107585,0.002365771743366176,0.0,0.0,0.0,0.0003649711802727432,-0.0031881200703442088,0.9994810858500541,0.03205157610709149
3.0,0.4376945348421517,0.0030638453492430875,0.0,0.21884726742107585,0.004440796269458602,0.0,0.0,0.0,0.0012731980750068236,-0.010787308410945844,0.9978870426463132,0.06407021705309048
4.0,0.6565418022632276,0.007504641618701689,0.0,0.21884726742107585,0.00692314718415419,0.0,0.0,0.0,0.002902965218390837,-0.020193836304581637,0.9951742043201169,0.09602302152000891
5.0,0.8753890696843034,0.01442778880285588,0.0,0.21884726742107574,0.009812824487452933,0.0,0.0,0.0,0.005432557144613371,-0.03135919795681845,0.9912940746188613,0.12787715584129136
6.0,1.0942363371053792,0.024240613290308813,0.0,0.21884726742107596,0.013109828179354861,0.0,0.0,0.0,0.009040258387863043,-0.04421950510024619,0.9861908638307965,0.1595998877406271
7.0,1.3130836045264551,0.037350441469663674,0.0,0.21884726742107596,0.016814158259859935,0.0,0.0,0.0,0.013904353482328421,-0.05869410636025123,0.979802680472284,0.1911586199665765
8.0,1.531930871947531,0.05416459972952361,0.0,0.21884726742107574,0.020925814728968158,0.0,0.0,0.0,0.0202031269621981,-0.07468415119481445,0.9720630766076648,0.22252092378845045
9.0,1.7507781393686068,0.07509041445849177,0.0,0.21884726742107574,0.02544479758667953,0.0,0.0,0.0,0.028114863361660646,-0.09207119531631129,0.962902986772283,0.2536545723190235
10.0,1.9696254067896826,0.1005352120451713,0.0,0.21884726742107574,0.0303711068329941,0.0,0.0,0.0,0.03781784721490475,-0.11071596807515283,0.9522530879086541,0.28452757362983866
11.0,2.1884726742107583,0.1309063188781654,0.0,0.21884726742107619,0.03570474246791194,0.0,0.0,0.0,0.04949036305611915,-0.1304574447670198,0.940046586349043,0.3151082036250766
12.0,2.4073199416318345,0.16661106134607734,0.0,0.21884726742107574,0.0414457044914327,0.0,0.0,0.0,0.06331069541949177,-0.15111238487471784,0.9262224068142948,0.3453650386402086
13.0,2.6261672090529102,0.20805676583751004,0.0,0.21884726742107574,0.04759399290355676,0.0,0.0,0.0,0.07945712883921198,-0.1724755065805281,0.9107287178582483,0.3752669877319365
14.0,2.845014476473986,0.2556507587410668,0.0,0.21884726742107619,0.05414960770428401,0.0,0.0,0.0,0.098107947849468,-0.19432046362024114,0.8935266800047843,0.4047833246262376
15.0,3.063861743895062,0.3098003664453508,0.0,0.21884726742107574,0.06111254889361439,0.0,0.0,0.0,0.1194414369844487,-0.21640176797966174,0.8745942509144335,0.4338837192916894
16.0,3.282709011316138,0.3709129153389652,0.0,0.21884726742107574,0.06848281647154786,0.0,0.0,0.0,0.14363588077834205,-0.23845775755725898,0.85392983244095,0.46253826910562645
17.0,3.5015562787372136,0.43939573181051306,0.0,0.21884726742107574,0.07626041043808451,0.0,0.0,0.0,0.17086956376533716,-0.26021464073333744,0.8315555054764341,0.49071752958110687
18.0,3.7204035461582894,0.5156561422485976,0.0,0.21884726742107574,0.08444533079322436,0.0,0.0,0.0,0.2013207704796226,-0.2813915625305847,0.8075195790503016,0.5183925446231128
19.0,3.939250813579365,0.6001014730418219,0.0,0.21884726742107574,0.09303757753696751,0.0,0.0,0.0,0.23516778545538744,-0.30170653696188476,0.781898188531723,0.5455348762828957
20.0,4.158098081000441,0.6931390505787894,0.0,0.21884726742107574,0.10203715066931351,0.0,0.0,0.0,0.2725888932268185,-0.32088298885511624,0.7547957194494532,0.5721166339798907
21.0,4.376945348421517,0.795176201248103,0.0,0.21884726742107663,0.11144405019026338,0.0,0.0,0.0,0.3137623783281078,-0.33865656057972765,0.7263439089678769,0.5981105031611739
22.0,4.595792615842593,0.9066202514383663,0.0,0.21884726742107574,0.12125827609981554,0.0,0.0,0.0,0.3588665252934396,-0.3547817798468709,0.6966995808005656,0.6234897733690119
23.0,4.814639883263669,1.0278785275381819,0.0,0.21884726742107574,0.131479828397971,0.0,0.0,0.0,0.4080796186570044,-0.3690381665199064,0.6660410894385813,0.6482283656876622
24.0,5.033487150684745,1.1593583559361529,0.0,0.21884726742107574,0.14210870708473,0.0,0.0,0.0,0.46157994295299265,-0.3812353856177604,0.6345636696005488,0.672300859541223
25.0,5.2523344181058205,1.3014670630208829,0.0,0.21884726742107574,0.15314491216009185,0.0,0.0,0.0,0.5195457827155898,-0.39121712885281296,0.6024739889210967,0.6956825188149918
26.0,5.471181685526896,1.4546119751809747,0.0,0.21884726742107574,0.164588443624057,0.0,0.0,0.0,0.5821554224789867,-0.3988635183051224,0.5699842706088886,0.718349317273497
27.0,5.690028952947972,1.6192004188050317,0.0,0.21884726742107574,0.17643930147662523,0.0,0.0,0.0,0.6495871467773708,-0.404091957005536,0.5373063784447282,0.740277963249078
28.0,5.908876220369048,1.795639720281657,0.0,0.21884726742107663,0.18869748571779743,0.0,0.0,0.0,0.7220192401449343,-0.40685648318354334,0.504646237159714,0.7614459235756489
29.0,6.127723487790124,1.9843372059994544,0.0,0.21884726742107574,0.2013629963475716,0.0,0.0,0.0,0.7996299871158585,-0.4071457997791429,0.4721989028348261,0.7818314467430488
30.0,6.3465707552112,2.185700202347026,0.0,0.21884726742107574,0.2144358333659495,0.0,0.0,0.0,0.8825976722243383,-0.40498023518315895,0.44014451233332463,0.8014135852481902
31.0,6.565418022632276,2.4001360357129755,0.0,0.21884726742107574,0.22791599677292984,0.0,0.0,0.0,0.9711005800045551,-0.40040793833666793,0.4086452426500139,0.820172217120033
32.0,6.7842652900533515,2.6280520324859054,0.0,0.21884726742107574,0.24180348656851436,0.0,0.0,0.0,1.065316994990709,-0.3935006214017489,0.37784331482473765,0.8380880665962716
33.0,7.003112557474427,2.8698555190544197,0.0,0.21884726742107574,0.25609830275270173,0.0,0.0,0.0,1.1654252017169804,-0.38434914185763713,0.34785999418311064,0.855142723930482
34.0,7.221959824895503,3.1259538218071214,0.0,0.21884726742107574,0.27080044532549197,0.0,0.0,0.0,1.2716034847175575,-0.3730591720719945,0.31879547625570354,0.8713186643093824
35.0,7.440807092316579,3.3967542671326134,0.0,0.21884726742107574,0.2859099142868855,0.0,0.0,0.0,1.3840301285266314,-0.35974714816013176,0.29072950837558476,0.8865992658607618
36.0,7.6596543597376545,3.682664181419499,0.0,0.21884726742107574,0.30142670963688234,0.0,0.0,0.0,1.502883417678392,-0.3445366304073954,0.26372257946769,0.9009688267335787
37.0,7.87850162715873,3.9840908910563813,0.0,0.21884726742107574,0.3173508313754829,0.0,0.0,0.0,1.6283416367070302,-0.3275551517582672,0.23781751118986202,0.9144125812326734
38.0,8.097348894579806,4.301441722431864,0.0,0.21884726742107574,0.3336822795026855,0.0,0.0,0.0,1.760583070146721,-0.30893158342749366,0.21304129741881692,0.9269167149915192
39.0,8.316196162000882,4.63512400193455,0.0,0.21884726742107574,0.3504210540184909,0.0,0.0,0.0,1.8997860025316604,-0.28879400974812885,0.18940706103766852,0.9384683791674165
40.0,8.535043429421957,4.9855450559530405,0.0,0.21884726742107574,0.3675671549229014,0.0,0.0,0.0,2.046128718396055,-0.26726807823180293,0.16691602265092764,0.9490557036445478
41.0,8.753890696843033,5.353112210875942,0.0,0.21884726742107752,0.38512058221591694,0.0,0.0,0.0,2.199789502274085,-0.24447577448950092,0.1455594018157059,0.9586678092313247
42.0,8.97273796426411,5.738232793091859,0.0,0.21884726742107574,0.4030813358975287,0.0,0.0,0.0,2.3609466386998896,-0.22053456345602437,0.12532019531792357,0.9672948188394911
43.0,9.191585231685186,6.1413141289893876,0.0,0.21884726742107574,0.42144941596775,0.0,0.0,0.0,2.5297784122077465,-0.19555683634635798,0.10617479761154412,0.974927867633501
44.0,9.410432499106262,6.5627635449571375,0.0,0.21884726742107574,0.44022482242657013,0.0,0.0,0.0,2.706463107331757,-0.16964960509022256,0.08809444523207234,0.9815591121397349
45.0,9.629279766527338,7.002988367383708,0.0,0.21884726742107574,0.45940755527399446,0.0,0.0,0.0,2.8911790086061595,-0.14291439104007334,0.07104647980063426,0.9871817383061995
46.0,9.848127033948414,7.462395922657702,0.0,0.21884726742107574,0.47899761451002476,0.0,0.0,0.0,3.0841044005651606,-0.11544726125608809,0.05499543350364245,0.9917899685044272
47.0,10.06697430136949,7.941393537167727,0.0,0.21884726742107574,0.4989950001346557,0.0,0.0,0.0,3.285417567742896,-0.08733897270217997,0.039903947193532394,0.9953790674663792
48.0,10.285821568790565,8.440388537302383,0.0,0.21884726742107574,0.5193997121478908,0.0,0.0,0.0,3.49529679467359,-0.058675191600247915,0.02573353509285092,0.9979453471502537
49.0,10.504668836211641,8.959788249450273,0.0,0.21884726742107574,0.5402117505497266,0.0,0.0,0.0,3.7139203658913935,-0.029536761588480915,0.012445212061007665,0.999486170530199
50.0,10.723516103632717,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.675217211314602e-17,2.299109150168201e-17,0.9999999543060343
51.0,10.723516103632717,9.5,0.0,0.037749172176352985,0.0949984166745832,0.0004749960416799981,0.004512462395959982,-0.005093627702117257,0.6600999153541502,0.0,0.0,0.0
52.0,10.76126527580907,9.594998416674583,0.0004749960416799981,0.03774917217635476,0.09498891691208122,0.0014249406258313169,0.013627183689170066,-0.015316233369487729,0.6599976858897922,0.004646580661694662,-0.015384915347960482,0.9998705835754638
53.0,10.799014447985424,9.689987333586664,0.001899936667511315,0.037749172176352985,0.09496991833704449,0.0023747427171070257,0.022830790019135152,-0.025573159875900885,0.6597925200034966,0.0046465831201825515,-0.04243394414833442,0.9990882043487852
54.0,10.836763620161777,9.784957251923709,0.004274679384618341,0.03774917217635476,0.09494142284931506,0.003324307336091459,0.032122361032911,-0.03586336719390416,0.6594837211387143,0.004646585569974057,-0.06940076018037987,0.9975777736550915
55.0,10.874512792338132,9.879898674773024,0.007598986720709799,0.037749172176352985,0.09490343329841977,0.004273539527110515,0.04150096758110485,-0.046185804798040055,0.659070603281546,0.004646588005503752,-0.09623235705972705,0.9953477854159026
56.0,10.912261964514485,9.974802108071444,0.011872526247820314,0.03774917217635476,0.09485595348328069,0.005222344367739884,0.050965671810914555,-0.05653941177218712,0.6585524911007037,0.004646590421393383,-0.12287704971725193,0.9924107575782789
57.0,10.95001113669084,10.069658061554724,0.017094870615560198,0.037749172176352985,0.09479898815183674,0.006170626978283744,0.0605155272597803,-0.06692311691837269,0.6579287200870052,0.004646592812373613,-0.149284957470775,0.9887830314869251
58.0,10.987760308867193,10.164457049706561,0.023265497593843942,0.037749172176352985,0.09473254300057832,0.007118292531271386,0.07014957895011634,-0.07733583886757098,0.6571986366912912,0.004646595173459971,-0.17540844694498028,0.9844845146341996
59.0,11.025509481043546,10.25918959270714,0.03038379012511533,0.03774917217635476,0.09465662467396463,0.008065246260939074,0.07986686348480077,-0.08777648619213156,0.6563615984614088,0.004646597499912773,-0.20120252621623022,0.9795383746128402
60.0,11.0632586532199,10.353846217381104,0.0384490363860544,0.037749172176352985,0.09457124076376466,0.009011393472700302,0.0896664091434505,-0.09824395751986892,0.6554169741780618,0.004646599787272566,-0.22662518341843332,0.9739706932781841
61.0,11.101007825396254,10.448417458144869,0.047460429858754705,0.03774917217635476,0.09447639980829337,0.009956639552625546,0.09954723597969929,-0.1087371416500441,0.6543641439891881,0.004646602031451367,-0.25163766507612256,0.9678100908830782
62.0,11.138756997572608,10.542893857953162,0.05741706941138025,0.037749172176352985,0.09437211129157141,0.010900889976890371,0.10950835591905402,-0.11925491767078493,0.6532024995438039,0.004646604228648306,-0.27620469151769955,0.9610873302691559
63.0,11.176506169748961,10.637265969244734,0.06831795938827062,0.03774917217635476,0.09425838564236955,0.011844050321242527,0.11954877285785595,-0.12979615507849923,0.6519314441238215,0.004646606375508456,-0.3002946087570985,0.9538349111002992
64.0,11.214255341925316,10.731524354887103,0.08016200970951315,0.037749172176352985,0.09413523423314452,0.012786026270434236,0.1296674827627867,-0.14035971389868768,0.6505503927750731,0.0046466084689809764,-0.32387947812544005,0.9460866636479058
